link2,redirect_url,status
http://share.myfultoncountyga.us:8080/geoportal/catalog/search/resource/details.page?uuid%3D%257BBD6D63F2-23C3-4282-895C-857570F46C7A%257D,error,error
"https://www.broadbandmap.gov/summarize/state/georgia/msa-metropolitan-statistical-area/atlanta-sandy-springs-marietta,-ga-metro-area","https://www.broadbandmap.gov/summarize/state/georgia/msa-metropolitan-statistical-area/atlanta-sandy-springs-marietta,-ga-metro-area",Success: (200) OK
http://opendata.atlantaregional.com/datasets/solid-waste-community-facilities,http://opendata.atlantaregional.com/datasets/solid-waste-community-facilities,Success: (200) OK
http://share.myfultoncountyga.us:8080/geoportal/catalog/search/resource/details.page?uuid%3D%257B0C2A8929-0C3A-4088-91BB-0682A829DA91%257D,error,error
http://www.atlantaga.gov/modules/showdocument.aspx?documentid%3D24176,http://www.atlantaga.gov/modules/showdocument.aspx?documentid%3D24176,Client error: (404) Not Found
http://renewatlantabond.com/,http://renewatlantabond.com/,Success: (200) OK
https://github.com/bbrewington/renew-atlanta,https://github.com/bbrewington/renew-atlanta,Success: (200) OK
http://geodata.johnscreekga.gov/datasets/6c1472ff6570486ab2f18c241642d980_0,http://geodata.johnscreekga.gov/datasets/6c1472ff6570486ab2f18c241642d980_0,Client error: (404) Not Found
http://geodata.johnscreekga.gov/datasets/314b173fd460423e84071ba17f7a61d1_0,http://geodata.johnscreekga.gov/datasets/314b173fd460423e84071ba17f7a61d1_0,Client error: (404) Not Found
http://geodata.johnscreekga.gov/datasets/4cf099dafa744d2d97830ce2ce32b186_0,http://geodata.johnscreekga.gov/datasets/4cf099dafa744d2d97830ce2ce32b186_0,Client error: (404) Not Found
http://geodata.johnscreekga.gov/datasets/7f7b7cf0e011470bbd4222c74d420cf3_0,http://geodata.johnscreekga.gov/datasets/7f7b7cf0e011470bbd4222c74d420cf3_0,Client error: (404) Not Found
http://geodata.johnscreekga.gov/datasets/ff5abc85e7c24a46b653dd21924a7f7d_0,http://geodata.johnscreekga.gov/datasets/ff5abc85e7c24a46b653dd21924a7f7d_0,Client error: (404) Not Found
https://gis.sandyspringsga.gov/opendata/maps/PublicWorksStreetAtlas2016.pdf,https://gis.sandyspringsga.gov/opendata/maps/PublicWorksStreetAtlas2016.pdf,Success: (200) OK
https://gis.sandyspringsga.gov/portal/apps/webappviewer/index.html?id%3D6a50dae4d52141ceb5cea314883b1f1f,https://gis.sandyspringsga.gov/portal/apps/webappviewer/index.html?id%3D6a50dae4d52141ceb5cea314883b1f1f,Success: (200) OK
